DeepMimic: obs=128 act=29 clip=261.3s  max_steps=13067
iter  503 | ep_len   51.6 | ep_ret    25.16 | pi -0.187 | v 0.736 | ent 74.44 | std 3.162
iter  504 | ep_len   53.4 | ep_ret    26.50 | pi -0.100 | v 0.963 | ent 74.53 | std 3.171
iter  505 | ep_len   52.1 | ep_ret    25.51 | pi -0.141 | v 1.037 | ent 74.59 | std 3.179
iter  506 | ep_len   51.8 | ep_ret    25.53 | pi -0.162 | v 0.922 | ent 74.67 | std 3.188
iter  507 | ep_len   49.9 | ep_ret    24.27 | pi -0.194 | v 0.778 | ent 74.75 | std 3.197
iter  508 | ep_len   53.0 | ep_ret    25.97 | pi -0.158 | v 0.595 | ent 74.81 | std 3.203
iter  509 | ep_len   51.3 | ep_ret    25.15 | pi -0.092 | v 0.725 | ent 74.90 | std 3.213
iter  510 | ep_len   48.5 | ep_ret    23.85 | pi -0.253 | v 0.871 | ent 75.02 | std 3.226
iter  511 | ep_len   47.4 | ep_ret    22.91 | pi -0.065 | v 0.623 | ent 75.09 | std 3.235
iter  512 | ep_len   53.7 | ep_ret    26.20 | pi -0.169 | v 0.889 | ent 75.16 | std 3.242
iter  513 | ep_len   52.4 | ep_ret    25.63 | pi -0.202 | v 0.869 | ent 75.26 | std 3.253
iter  514 | ep_len   51.7 | ep_ret    25.28 | pi -0.279 | v 0.639 | ent 75.35 | std 3.264
iter  515 | ep_len   59.6 | ep_ret    29.23 | pi -0.134 | v 1.338 | ent 75.45 | std 3.274
iter  516 | ep_len   51.8 | ep_ret    25.32 | pi -0.205 | v 0.734 | ent 75.53 | std 3.284
iter  517 | ep_len   56.1 | ep_ret    27.38 | pi -0.111 | v 0.848 | ent 75.64 | std 3.297
iter  518 | ep_len   54.9 | ep_ret    27.29 | pi -0.036 | v 0.906 | ent 75.70 | std 3.304
iter  519 | ep_len   51.0 | ep_ret    24.91 | pi -0.262 | v 0.619 | ent 75.80 | std 3.315
iter  520 | ep_len   52.1 | ep_ret    25.30 | pi -0.156 | v 0.729 | ent 75.88 | std 3.325
iter  521 | ep_len   55.7 | ep_ret    27.56 | pi -0.074 | v 0.955 | ent 75.96 | std 3.333
iter  522 | ep_len   49.5 | ep_ret    23.84 | pi -0.122 | v 0.748 | ent 76.09 | std 3.348
iter  523 | ep_len   51.1 | ep_ret    24.95 | pi -0.160 | v 0.784 | ent 76.21 | std 3.362
iter  524 | ep_len   54.3 | ep_ret    26.41 | pi -0.199 | v 0.727 | ent 76.31 | std 3.374
iter  525 | ep_len   51.4 | ep_ret    24.89 | pi -0.055 | v 0.811 | ent 76.44 | std 3.390
iter  526 | ep_len   51.0 | ep_ret    24.84 | pi -0.067 | v 0.883 | ent 76.53 | std 3.399
iter  527 | ep_len   57.0 | ep_ret    28.11 | pi -0.306 | v 1.216 | ent 76.60 | std 3.408
iter  528 | ep_len   55.8 | ep_ret    27.34 | pi -0.122 | v 0.962 | ent 76.68 | std 3.417
iter  529 | ep_len   52.0 | ep_ret    25.48 | pi -0.101 | v 0.878 | ent 76.76 | std 3.427
iter  530 | ep_len   53.3 | ep_ret    26.31 | pi -0.114 | v 1.010 | ent 76.85 | std 3.438
iter  531 | ep_len   52.8 | ep_ret    25.78 | pi -0.096 | v 0.842 | ent 76.93 | std 3.447
iter  532 | ep_len   49.9 | ep_ret    24.14 | pi -0.056 | v 0.572 | ent 77.05 | std 3.462
iter  533 | ep_len   55.2 | ep_ret    26.73 | pi -0.082 | v 0.676 | ent 77.13 | std 3.471
iter  534 | ep_len   48.1 | ep_ret    23.33 | pi -0.153 | v 0.833 | ent 77.21 | std 3.480
iter  535 | ep_len   58.2 | ep_ret    28.39 | pi -0.094 | v 0.922 | ent 77.27 | std 3.489
iter  536 | ep_len   53.0 | ep_ret    25.83 | pi -0.266 | v 1.148 | ent 77.36 | std 3.499
iter  537 | ep_len   46.0 | ep_ret    22.08 | pi -0.142 | v 0.755 | ent 77.48 | std 3.514
iter  538 | ep_len   47.9 | ep_ret    23.04 | pi -0.077 | v 0.710 | ent 77.63 | std 3.531
iter  539 | ep_len   53.2 | ep_ret    25.81 | pi -0.169 | v 1.061 | ent 77.73 | std 3.545
iter  540 | ep_len   52.9 | ep_ret    25.71 | pi -0.148 | v 1.130 | ent 77.85 | std 3.559
iter  541 | ep_len   53.7 | ep_ret    25.91 | pi -0.166 | v 1.410 | ent 77.95 | std 3.571
iter  542 | ep_len   63.9 | ep_ret    31.35 | pi -0.147 | v 1.149 | ent 78.02 | std 3.580
iter  543 | ep_len   49.3 | ep_ret    23.96 | pi -0.161 | v 1.625 | ent 78.05 | std 3.584
iter  544 | ep_len   48.5 | ep_ret    23.51 | pi -0.260 | v 0.669 | ent 78.14 | std 3.596
iter  545 | ep_len   50.2 | ep_ret    24.35 | pi -0.124 | v 0.934 | ent 78.25 | std 3.609
iter  546 | ep_len   51.5 | ep_ret    25.00 | pi -0.221 | v 0.860 | ent 78.37 | std 3.624
iter  547 | ep_len   48.0 | ep_ret    23.29 | pi -0.189 | v 0.879 | ent 78.47 | std 3.637
iter  548 | ep_len   54.1 | ep_ret    26.22 | pi -0.128 | v 0.531 | ent 78.60 | std 3.653
iter  549 | ep_len   52.9 | ep_ret    25.48 | pi -0.232 | v 1.077 | ent 78.72 | std 3.668
iter  550 | ep_len   49.8 | ep_ret    24.03 | pi -0.112 | v 0.817 | ent 78.81 | std 3.680
iter  551 | ep_len   50.2 | ep_ret    23.88 | pi -0.129 | v 0.640 | ent 78.87 | std 3.687
iter  552 | ep_len   51.4 | ep_ret    25.00 | pi -0.135 | v 0.419 | ent 79.00 | std 3.704
iter  553 | ep_len   52.2 | ep_ret    25.58 | pi -0.199 | v 0.650 | ent 79.09 | std 3.715
iter  554 | ep_len   47.5 | ep_ret    22.79 | pi -0.101 | v 0.568 | ent 79.21 | std 3.731
iter  555 | ep_len   53.1 | ep_ret    25.70 | pi -0.093 | v 0.576 | ent 79.30 | std 3.742
iter  556 | ep_len   57.2 | ep_ret    28.02 | pi -0.189 | v 0.734 | ent 79.41 | std 3.757
iter  557 | ep_len   57.1 | ep_ret    27.79 | pi -0.165 | v 1.048 | ent 79.52 | std 3.771
iter  558 | ep_len   52.4 | ep_ret    25.40 | pi -0.104 | v 1.025 | ent 79.61 | std 3.783
iter  559 | ep_len   51.7 | ep_ret    25.27 | pi -0.234 | v 0.600 | ent 79.68 | std 3.792
iter  560 | ep_len   52.4 | ep_ret    25.44 | pi -0.151 | v 0.682 | ent 79.76 | std 3.801
iter  561 | ep_len   53.7 | ep_ret    26.18 | pi -0.088 | v 1.063 | ent 79.82 | std 3.810
iter  562 | ep_len   52.5 | ep_ret    25.53 | pi -0.155 | v 0.944 | ent 79.92 | std 3.823
iter  563 | ep_len   56.2 | ep_ret    27.25 | pi -0.231 | v 0.810 | ent 80.02 | std 3.836
iter  564 | ep_len   48.8 | ep_ret    23.52 | pi -0.209 | v 0.941 | ent 80.09 | std 3.846
iter  565 | ep_len   52.1 | ep_ret    25.59 | pi -0.113 | v 0.673 | ent 80.20 | std 3.860
iter  566 | ep_len   58.1 | ep_ret    28.34 | pi -0.180 | v 0.861 | ent 80.30 | std 3.873
iter  567 | ep_len   51.2 | ep_ret    24.87 | pi -0.118 | v 0.593 | ent 80.41 | std 3.888
iter  568 | ep_len   48.0 | ep_ret    22.91 | pi -0.195 | v 0.612 | ent 80.48 | std 3.898
iter  569 | ep_len   55.5 | ep_ret    27.11 | pi -0.187 | v 1.022 | ent 80.56 | std 3.908
iter  570 | ep_len   51.9 | ep_ret    25.48 | pi -0.179 | v 0.766 | ent 80.66 | std 3.921
iter  571 | ep_len   55.7 | ep_ret    26.92 | pi -0.162 | v 0.874 | ent 80.71 | std 3.929
iter  572 | ep_len   57.7 | ep_ret    27.99 | pi -0.148 | v 0.752 | ent 80.79 | std 3.940
iter  573 | ep_len   47.9 | ep_ret    23.01 | pi -0.129 | v 1.195 | ent 80.87 | std 3.950
iter  574 | ep_len   53.7 | ep_ret    26.42 | pi -0.101 | v 0.649 | ent 80.98 | std 3.965
iter  575 | ep_len   47.9 | ep_ret    22.99 | pi -0.193 | v 0.912 | ent 81.10 | std 3.981
iter  576 | ep_len   52.3 | ep_ret    25.22 | pi -0.222 | v 0.870 | ent 81.18 | std 3.993
iter  577 | ep_len   52.8 | ep_ret    25.80 | pi -0.085 | v 0.664 | ent 81.27 | std 4.005
iter  578 | ep_len   48.2 | ep_ret    23.24 | pi -0.206 | v 0.466 | ent 81.35 | std 4.016
iter  579 | ep_len   58.6 | ep_ret    28.68 | pi -0.097 | v 1.088 | ent 81.47 | std 4.033
iter  580 | ep_len   55.1 | ep_ret    26.60 | pi -0.187 | v 0.826 | ent 81.59 | std 4.050
iter  581 | ep_len   54.2 | ep_ret    26.35 | pi -0.185 | v 0.713 | ent 81.67 | std 4.062
iter  582 | ep_len   52.6 | ep_ret    25.99 | pi -0.170 | v 0.902 | ent 81.76 | std 4.074
iter  583 | ep_len   55.5 | ep_ret    27.23 | pi -0.232 | v 0.604 | ent 81.89 | std 4.092
iter  584 | ep_len   52.8 | ep_ret    25.74 | pi -0.114 | v 0.872 | ent 81.95 | std 4.101
iter  585 | ep_len   51.5 | ep_ret    24.98 | pi -0.175 | v 0.526 | ent 82.04 | std 4.114
iter  586 | ep_len   60.0 | ep_ret    29.15 | pi -0.195 | v 0.844 | ent 82.11 | std 4.124
iter  587 | ep_len   55.6 | ep_ret    26.77 | pi -0.079 | v 0.899 | ent 82.21 | std 4.137
iter  588 | ep_len   52.5 | ep_ret    25.31 | pi -0.073 | v 0.982 | ent 82.28 | std 4.148
iter  589 | ep_len   47.9 | ep_ret    22.92 | pi -0.085 | v 0.933 | ent 82.35 | std 4.157
iter  590 | ep_len   50.2 | ep_ret    23.88 | pi -0.116 | v 1.038 | ent 82.45 | std 4.172
iter  591 | ep_len   48.7 | ep_ret    23.12 | pi -0.143 | v 0.725 | ent 82.54 | std 4.184
iter  592 | ep_len   48.0 | ep_ret    23.22 | pi -0.129 | v 0.626 | ent 82.68 | std 4.205
iter  593 | ep_len   51.7 | ep_ret    25.26 | pi -0.181 | v 0.502 | ent 82.79 | std 4.221
iter  594 | ep_len   51.7 | ep_ret    24.99 | pi -0.144 | v 0.610 | ent 82.90 | std 4.237
iter  595 | ep_len   56.0 | ep_ret    27.23 | pi -0.161 | v 0.851 | ent 82.95 | std 4.245
iter  596 | ep_len   50.0 | ep_ret    24.14 | pi -0.213 | v 0.955 | ent 83.03 | std 4.256
iter  597 | ep_len   48.3 | ep_ret    22.99 | pi -0.123 | v 0.620 | ent 83.13 | std 4.272
iter  598 | ep_len   52.3 | ep_ret    25.23 | pi -0.174 | v 0.727 | ent 83.23 | std 4.286
iter  599 | ep_len   50.1 | ep_ret    24.43 | pi -0.083 | v 0.580 | ent 83.29 | std 4.296
iter  600 | ep_len   54.7 | ep_ret    27.02 | pi -0.210 | v 0.757 | ent 83.39 | std 4.311
iter  601 | ep_len   49.2 | ep_ret    23.73 | pi -0.156 | v 0.823 | ent 83.48 | std 4.324
iter  602 | ep_len   57.2 | ep_ret    28.18 | pi -0.068 | v 0.696 | ent 83.56 | std 4.336
iter  603 | ep_len   52.5 | ep_ret    25.43 | pi -0.217 | v 1.089 | ent 83.63 | std 4.347
iter  604 | ep_len   52.1 | ep_ret    25.36 | pi -0.203 | v 0.795 | ent 83.69 | std 4.356
iter  605 | ep_len   47.7 | ep_ret    23.00 | pi -0.122 | v 0.701 | ent 83.79 | std 4.371
iter  606 | ep_len   50.4 | ep_ret    24.20 | pi -0.193 | v 0.566 | ent 83.90 | std 4.387
iter  607 | ep_len   50.5 | ep_ret    24.04 | pi -0.169 | v 0.656 | ent 83.97 | std 4.397
iter  608 | ep_len   54.3 | ep_ret    26.63 | pi -0.158 | v 0.892 | ent 84.02 | std 4.405
iter  609 | ep_len   50.2 | ep_ret    24.10 | pi -0.230 | v 0.794 | ent 84.10 | std 4.418
iter  610 | ep_len   53.3 | ep_ret    25.80 | pi -0.172 | v 0.820 | ent 84.17 | std 4.429
iter  611 | ep_len   49.3 | ep_ret    23.54 | pi -0.099 | v 0.576 | ent 84.28 | std 4.445
iter  612 | ep_len   54.2 | ep_ret    25.97 | pi -0.221 | v 0.701 | ent 84.37 | std 4.459
iter  613 | ep_len   53.8 | ep_ret    26.33 | pi -0.064 | v 0.792 | ent 84.44 | std 4.469
iter  614 | ep_len   54.1 | ep_ret    26.13 | pi -0.100 | v 0.897 | ent 84.52 | std 4.482
iter  615 | ep_len   55.8 | ep_ret    27.43 | pi -0.056 | v 0.809 | ent 84.60 | std 4.494
iter  616 | ep_len   55.0 | ep_ret    26.90 | pi -0.147 | v 1.030 | ent 84.70 | std 4.510
iter  617 | ep_len   53.2 | ep_ret    26.05 | pi -0.062 | v 1.164 | ent 84.79 | std 4.523
iter  618 | ep_len   50.6 | ep_ret    24.45 | pi -0.097 | v 0.973 | ent 84.86 | std 4.535
iter  619 | ep_len   55.3 | ep_ret    27.05 | pi -0.220 | v 0.668 | ent 84.94 | std 4.547
iter  620 | ep_len   52.3 | ep_ret    25.34 | pi -0.110 | v 0.763 | ent 85.00 | std 4.556
iter  621 | ep_len   47.2 | ep_ret    22.99 | pi -0.207 | v 1.145 | ent 85.08 | std 4.569
iter  622 | ep_len   52.6 | ep_ret    25.40 | pi -0.006 | v 1.089 | ent 85.15 | std 4.579
iter  623 | ep_len   50.5 | ep_ret    24.46 | pi -0.137 | v 0.468 | ent 85.21 | std 4.589
iter  624 | ep_len   58.5 | ep_ret    28.33 | pi -0.033 | v 0.876 | ent 85.33 | std 4.608
iter  625 | ep_len   52.5 | ep_ret    25.46 | pi -0.148 | v 0.697 | ent 85.44 | std 4.625
iter  626 | ep_len   50.7 | ep_ret    24.73 | pi -0.110 | v 0.822 | ent 85.52 | std 4.639
iter  627 | ep_len   51.2 | ep_ret    24.86 | pi -0.032 | v 0.584 | ent 85.60 | std 4.650
iter  628 | ep_len   57.6 | ep_ret    27.79 | pi -0.034 | v 0.697 | ent 85.71 | std 4.668
iter  629 | ep_len   53.7 | ep_ret    26.41 | pi -0.207 | v 0.897 | ent 85.80 | std 4.682
iter  630 | ep_len   53.4 | ep_ret    25.82 | pi -0.154 | v 0.618 | ent 85.88 | std 4.696
iter  631 | ep_len   53.2 | ep_ret    25.49 | pi -0.189 | v 0.696 | ent 85.99 | std 4.715
iter  632 | ep_len   54.6 | ep_ret    26.42 | pi -0.147 | v 1.045 | ent 86.09 | std 4.732
iter  633 | ep_len   55.6 | ep_ret    26.89 | pi -0.133 | v 0.683 | ent 86.16 | std 4.742
iter  634 | ep_len   52.9 | ep_ret    25.59 | pi -0.222 | v 1.037 | ent 86.26 | std 4.759
iter  635 | ep_len   51.0 | ep_ret    24.21 | pi -0.174 | v 0.861 | ent 86.36 | std 4.776
iter  636 | ep_len   54.4 | ep_ret    26.10 | pi -0.092 | v 0.711 | ent 86.44 | std 4.789
iter  637 | ep_len   55.7 | ep_ret    27.07 | pi -0.225 | v 0.632 | ent 86.51 | std 4.801
iter  638 | ep_len   52.9 | ep_ret    25.90 | pi -0.167 | v 0.996 | ent 86.60 | std 4.814
iter  639 | ep_len   51.1 | ep_ret    24.36 | pi -0.218 | v 0.678 | ent 86.71 | std 4.834
iter  640 | ep_len   50.8 | ep_ret    24.68 | pi -0.090 | v 0.982 | ent 86.80 | std 4.848
iter  641 | ep_len   56.9 | ep_ret    27.77 | pi -0.204 | v 0.851 | ent 86.86 | std 4.858
iter  642 | ep_len   49.6 | ep_ret    23.85 | pi -0.219 | v 0.711 | ent 86.94 | std 4.872
iter  643 | ep_len   52.1 | ep_ret    24.94 | pi -0.131 | v 0.692 | ent 87.04 | std 4.888
iter  644 | ep_len   50.6 | ep_ret    24.14 | pi -0.309 | v 0.905 | ent 87.16 | std 4.908
iter  645 | ep_len   49.8 | ep_ret    24.26 | pi -0.203 | v 0.658 | ent 87.27 | std 4.928
iter  646 | ep_len   54.0 | ep_ret    26.20 | pi -0.087 | v 0.830 | ent 87.38 | std 4.945
iter  647 | ep_len   52.6 | ep_ret    25.43 | pi -0.122 | v 0.918 | ent 87.47 | std 4.961
iter  648 | ep_len   58.9 | ep_ret    28.15 | pi -0.172 | v 1.009 | ent 87.53 | std 4.972
iter  649 | ep_len   53.8 | ep_ret    26.03 | pi -0.115 | v 1.002 | ent 87.62 | std 4.987
iter  650 | ep_len   48.9 | ep_ret    23.36 | pi -0.076 | v 0.919 | ent 87.71 | std 5.002
iter  651 | ep_len   53.6 | ep_ret    25.82 | pi -0.109 | v 0.616 | ent 87.81 | std 5.020
iter  652 | ep_len   52.8 | ep_ret    25.65 | pi -0.189 | v 0.764 | ent 87.88 | std 5.032
iter  653 | ep_len   55.5 | ep_ret    26.74 | pi -0.140 | v 0.715 | ent 87.95 | std 5.044
iter  654 | ep_len   52.5 | ep_ret    25.37 | pi -0.145 | v 0.774 | ent 88.03 | std 5.058
iter  655 | ep_len   59.4 | ep_ret    29.01 | pi -0.148 | v 1.378 | ent 88.12 | std 5.072
iter  656 | ep_len   52.6 | ep_ret    25.37 | pi -0.165 | v 0.660 | ent 88.20 | std 5.087
iter  657 | ep_len   52.9 | ep_ret    25.83 | pi -0.274 | v 0.827 | ent 88.27 | std 5.101
iter  658 | ep_len   52.5 | ep_ret    25.31 | pi -0.141 | v 0.735 | ent 88.36 | std 5.116
iter  659 | ep_len   53.4 | ep_ret    25.67 | pi -0.124 | v 0.788 | ent 88.45 | std 5.132
iter  660 | ep_len   53.7 | ep_ret    25.71 | pi -0.085 | v 0.893 | ent 88.55 | std 5.149
iter  661 | ep_len   49.6 | ep_ret    23.75 | pi -0.146 | v 0.773 | ent 88.63 | std 5.163
iter  662 | ep_len   55.8 | ep_ret    26.88 | pi -0.185 | v 0.998 | ent 88.70 | std 5.175
iter  663 | ep_len   51.9 | ep_ret    24.95 | pi -0.091 | v 0.681 | ent 88.77 | std 5.188
iter  664 | ep_len   51.9 | ep_ret    25.01 | pi -0.112 | v 0.779 | ent 88.88 | std 5.208
iter  665 | ep_len   49.5 | ep_ret    23.45 | pi -0.123 | v 0.758 | ent 88.96 | std 5.223
iter  666 | ep_len   51.2 | ep_ret    24.56 | pi -0.134 | v 0.670 | ent 89.06 | std 5.241
iter  667 | ep_len   52.3 | ep_ret    25.60 | pi -0.106 | v 0.643 | ent 89.16 | std 5.259
iter  668 | ep_len   51.0 | ep_ret    24.74 | pi -0.318 | v 0.788 | ent 89.26 | std 5.277
iter  669 | ep_len   58.0 | ep_ret    28.19 | pi -0.114 | v 0.848 | ent 89.35 | std 5.295
iter  670 | ep_len   55.4 | ep_ret    26.74 | pi -0.137 | v 0.942 | ent 89.42 | std 5.307
iter  671 | ep_len   54.0 | ep_ret    26.00 | pi -0.081 | v 0.732 | ent 89.50 | std 5.321
iter  672 | ep_len   48.5 | ep_ret    23.07 | pi -0.134 | v 0.794 | ent 89.56 | std 5.333
iter  673 | ep_len   49.9 | ep_ret    23.91 | pi -0.056 | v 0.835 | ent 89.63 | std 5.346
iter  674 | ep_len   53.5 | ep_ret    25.42 | pi -0.158 | v 1.059 | ent 89.73 | std 5.363
iter  675 | ep_len   61.4 | ep_ret    29.88 | pi -0.181 | v 0.935 | ent 89.82 | std 5.381
iter  676 | ep_len   54.5 | ep_ret    26.70 | pi -0.091 | v 0.905 | ent 89.90 | std 5.395
iter  677 | ep_len   51.5 | ep_ret    24.73 | pi -0.121 | v 0.716 | ent 90.02 | std 5.418
iter  678 | ep_len   56.3 | ep_ret    26.98 | pi -0.147 | v 1.219 | ent 90.09 | std 5.432
iter  679 | ep_len   51.5 | ep_ret    24.56 | pi -0.110 | v 0.688 | ent 90.16 | std 5.444
iter  680 | ep_len   49.4 | ep_ret    23.43 | pi -0.021 | v 0.916 | ent 90.23 | std 5.458
iter  681 | ep_len   55.2 | ep_ret    26.58 | pi -0.107 | v 0.978 | ent 90.35 | std 5.480
iter  682 | ep_len   55.2 | ep_ret    26.46 | pi -0.158 | v 1.015 | ent 90.41 | std 5.492
iter  683 | ep_len   53.1 | ep_ret    25.83 | pi -0.137 | v 1.286 | ent 90.50 | std 5.509
iter  684 | ep_len   54.0 | ep_ret    26.02 | pi -0.154 | v 1.146 | ent 90.55 | std 5.518
iter  685 | ep_len   53.5 | ep_ret    25.69 | pi -0.135 | v 0.755 | ent 90.64 | std 5.536
iter  686 | ep_len   54.2 | ep_ret    25.98 | pi -0.142 | v 0.733 | ent 90.75 | std 5.556
iter  687 | ep_len   52.8 | ep_ret    25.50 | pi -0.177 | v 0.891 | ent 90.84 | std 5.574
iter  688 | ep_len   51.6 | ep_ret    24.90 | pi -0.155 | v 0.577 | ent 90.95 | std 5.596
iter  689 | ep_len   50.5 | ep_ret    24.19 | pi -0.223 | v 0.727 | ent 91.06 | std 5.617
iter  690 | ep_len   53.0 | ep_ret    25.56 | pi -0.184 | v 0.711 | ent 91.13 | std 5.630
iter  691 | ep_len   54.2 | ep_ret    25.88 | pi -0.141 | v 0.745 | ent 91.20 | std 5.644
iter  692 | ep_len   50.5 | ep_ret    24.08 | pi -0.159 | v 0.712 | ent 91.27 | std 5.657
iter  693 | ep_len   54.4 | ep_ret    26.20 | pi -0.138 | v 0.830 | ent 91.37 | std 5.676
iter  694 | ep_len   50.9 | ep_ret    24.42 | pi -0.115 | v 0.854 | ent 91.43 | std 5.689
iter  695 | ep_len   51.0 | ep_ret    24.03 | pi -0.136 | v 0.903 | ent 91.47 | std 5.696
iter  696 | ep_len   59.5 | ep_ret    28.64 | pi -0.174 | v 0.636 | ent 91.58 | std 5.718
iter  697 | ep_len   54.1 | ep_ret    26.24 | pi -0.155 | v 1.012 | ent 91.64 | std 5.730
iter  698 | ep_len   52.7 | ep_ret    25.21 | pi -0.066 | v 0.707 | ent 91.71 | std 5.745
iter  699 | ep_len   52.4 | ep_ret    25.09 | pi -0.209 | v 0.679 | ent 91.80 | std 5.763
iter  700 | ep_len   52.4 | ep_ret    25.04 | pi -0.127 | v 0.888 | ent 91.89 | std 5.779
iter  701 | ep_len   61.6 | ep_ret    29.65 | pi -0.189 | v 1.104 | ent 91.97 | std 5.795
iter  702 | ep_len   54.8 | ep_ret    26.36 | pi -0.114 | v 1.151 | ent 92.04 | std 5.810
iter  703 | ep_len   49.6 | ep_ret    23.86 | pi -0.208 | v 0.881 | ent 92.13 | std 5.827
iter  704 | ep_len   52.5 | ep_ret    25.30 | pi -0.101 | v 0.986 | ent 92.19 | std 5.840
iter  705 | ep_len   53.9 | ep_ret    25.91 | pi -0.131 | v 1.328 | ent 92.29 | std 5.860
iter  706 | ep_len   54.0 | ep_ret    25.70 | pi -0.127 | v 0.917 | ent 92.36 | std 5.874
iter  707 | ep_len   56.0 | ep_ret    26.91 | pi -0.178 | v 0.550 | ent 92.45 | std 5.894
iter  708 | ep_len   54.8 | ep_ret    26.39 | pi -0.064 | v 0.900 | ent 92.50 | std 5.904
iter  709 | ep_len   57.2 | ep_ret    27.62 | pi -0.173 | v 1.105 | ent 92.60 | std 5.924
iter  710 | ep_len   50.5 | ep_ret    24.25 | pi -0.175 | v 0.732 | ent 92.69 | std 5.942
iter  711 | ep_len   46.5 | ep_ret    21.77 | pi -0.117 | v 0.816 | ent 92.74 | std 5.953
iter  712 | ep_len   56.2 | ep_ret    27.41 | pi -0.152 | v 0.860 | ent 92.84 | std 5.973
iter  713 | ep_len   52.6 | ep_ret    25.26 | pi -0.115 | v 0.807 | ent 92.94 | std 5.992
iter  714 | ep_len   49.9 | ep_ret    23.95 | pi -0.196 | v 0.970 | ent 93.02 | std 6.010
iter  715 | ep_len   50.4 | ep_ret    23.76 | pi -0.224 | v 0.720 | ent 93.12 | std 6.030
iter  716 | ep_len   55.9 | ep_ret    26.98 | pi -0.078 | v 0.529 | ent 93.20 | std 6.048
iter  717 | ep_len   54.9 | ep_ret    26.46 | pi -0.225 | v 0.850 | ent 93.27 | std 6.061
iter  718 | ep_len   56.1 | ep_ret    26.45 | pi -0.114 | v 0.915 | ent 93.35 | std 6.079
iter  719 | ep_len   50.9 | ep_ret    24.33 | pi -0.192 | v 0.448 | ent 93.42 | std 6.093
iter  720 | ep_len   53.9 | ep_ret    25.78 | pi -0.103 | v 1.050 | ent 93.49 | std 6.109
iter  721 | ep_len   50.3 | ep_ret    24.08 | pi -0.210 | v 0.887 | ent 93.61 | std 6.134
iter  722 | ep_len   51.4 | ep_ret    24.74 | pi -0.057 | v 0.956 | ent 93.70 | std 6.154
iter  723 | ep_len   54.3 | ep_ret    26.07 | pi -0.077 | v 0.984 | ent 93.81 | std 6.176
iter  724 | ep_len   53.2 | ep_ret    25.54 | pi -0.108 | v 0.773 | ent 93.91 | std 6.198
iter  725 | ep_len   49.5 | ep_ret    23.44 | pi -0.173 | v 0.702 | ent 93.98 | std 6.211
iter  726 | ep_len   49.6 | ep_ret    23.62 | pi -0.159 | v 0.723 | ent 94.06 | std 6.229
iter  727 | ep_len   52.2 | ep_ret    24.85 | pi -0.186 | v 0.639 | ent 94.17 | std 6.254
iter  728 | ep_len   51.6 | ep_ret    24.46 | pi -0.178 | v 0.904 | ent 94.25 | std 6.271
iter  729 | ep_len   52.5 | ep_ret    25.26 | pi -0.095 | v 1.073 | ent 94.31 | std 6.283
iter  730 | ep_len   56.4 | ep_ret    27.42 | pi -0.145 | v 0.693 | ent 94.40 | std 6.305
iter  731 | ep_len   50.7 | ep_ret    24.24 | pi -0.041 | v 1.076 | ent 94.47 | std 6.320
iter  732 | ep_len   56.4 | ep_ret    27.31 | pi -0.143 | v 0.521 | ent 94.57 | std 6.340
iter  733 | ep_len   53.5 | ep_ret    25.89 | pi -0.176 | v 0.740 | ent 94.67 | std 6.363
iter  734 | ep_len   51.0 | ep_ret    24.44 | pi -0.107 | v 0.704 | ent 94.76 | std 6.383
iter  735 | ep_len   53.8 | ep_ret    25.84 | pi -0.135 | v 0.705 | ent 94.81 | std 6.393
iter  736 | ep_len   51.3 | ep_ret    24.49 | pi -0.206 | v 0.712 | ent 94.91 | std 6.415
iter  737 | ep_len   49.1 | ep_ret    23.39 | pi -0.037 | v 0.677 | ent 94.98 | std 6.430
iter  738 | ep_len   52.2 | ep_ret    24.88 | pi -0.146 | v 0.935 | ent 95.08 | std 6.452
iter  739 | ep_len   50.1 | ep_ret    23.95 | pi -0.251 | v 0.900 | ent 95.09 | std 6.455
iter  740 | ep_len   51.2 | ep_ret    24.48 | pi -0.144 | v 0.761 | ent 95.18 | std 6.475
iter  741 | ep_len   53.8 | ep_ret    25.77 | pi -0.215 | v 0.608 | ent 95.26 | std 6.493
iter  742 | ep_len   48.4 | ep_ret    23.05 | pi -0.129 | v 0.670 | ent 95.34 | std 6.512
iter  743 | ep_len   51.6 | ep_ret    24.84 | pi -0.169 | v 0.648 | ent 95.45 | std 6.539
iter  744 | ep_len   51.0 | ep_ret    24.33 | pi -0.135 | v 0.572 | ent 95.56 | std 6.561
iter  745 | ep_len   54.0 | ep_ret    25.90 | pi -0.147 | v 0.854 | ent 95.61 | std 6.574
iter  746 | ep_len   53.5 | ep_ret    25.60 | pi -0.192 | v 0.817 | ent 95.67 | std 6.586
iter  747 | ep_len   54.2 | ep_ret    25.99 | pi -0.141 | v 0.610 | ent 95.76 | std 6.608
iter  748 | ep_len   51.7 | ep_ret    24.68 | pi -0.230 | v 1.145 | ent 95.83 | std 6.622
iter  749 | ep_len   51.8 | ep_ret    24.81 | pi -0.152 | v 0.682 | ent 95.91 | std 6.641
iter  750 | ep_len   50.6 | ep_ret    24.54 | pi -0.151 | v 1.109 | ent 95.99 | std 6.658
iter  751 | ep_len   54.6 | ep_ret    26.36 | pi -0.062 | v 0.913 | ent 96.05 | std 6.673
